Building Name,Cleaned Name,Latitude,Longitude,Full Address
Tuolumne Apartments - T House South,TUOLUMNE APARTMENTS   T HOUSE SOUTH,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Tuolumne Apartments - T House West,TUOLUMNE APARTMENTS   T HOUSE WEST,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Umoja,UMOJA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Unity,UNITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 104,UNIVERSITY CENTER 104,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 105,UNIVERSITY CENTER 105,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 106,UNIVERSITY CENTER 106,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 107,UNIVERSITY CENTER 107,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 108,UNIVERSITY CENTER 108,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 109,UNIVERSITY CENTER 109,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 110,UNIVERSITY CENTER 110,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 111,UNIVERSITY CENTER 111,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 112,UNIVERSITY CENTER 112,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 201,UNIVERSITY CENTER 201,32.87787,-117.23637,"9370 Myers Dr, La Jolla, CA 92093, USA"
University Center 202,UNIVERSITY CENTER 202,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 214,UNIVERSITY CENTER 214,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 215,UNIVERSITY CENTER 215,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 301,UNIVERSITY CENTER 301,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 301A,UNIVERSITY CENTER 301A,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 302,UNIVERSITY CENTER 302,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 303,UNIVERSITY CENTER 303,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 400,UNIVERSITY CENTER 400,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 401,UNIVERSITY CENTER 401,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 409,UNIVERSITY CENTER 409,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 611,UNIVERSITY CENTER 611,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
University Center 965,UNIVERSITY CENTER 965,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Urey Hall,UREY HALL,32.8755628,-117.2410642,"Urey Hall, San Diego, CA 92161, USA"
Urey Hall Office Addition,UREY HALL OFFICE ADDITION,32.8755628,-117.2410642,"Urey Hall, San Diego, CA 92161, USA"
Veterans Affairs Medical Center,VETERANS AFFAIRS MEDICAL CENTER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Viento,VIENTO,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Visual Arts Facility - Building 1,VISUAL ARTS FACILITY   BUILDING 1,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Visual Arts Facility - Building 2,VISUAL ARTS FACILITY   BUILDING 2,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Visual Arts Facility - Building 3,VISUAL ARTS FACILITY   BUILDING 3,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Visual Arts Facility - Building 4,VISUAL ARTS FACILITY   BUILDING 4,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Visual Arts Facility - Building 5,VISUAL ARTS FACILITY   BUILDING 5,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Visual Arts Facility - Building 6,VISUAL ARTS FACILITY   BUILDING 6,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Viterbi Construction Modular,VITERBI CONSTRUCTION MODULAR,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Viterbi Family Vision Research Center,VITERBI FAMILY VISION RESEARCH CENTER,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Voice,VOICE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
W. M. Keck Building,W. M. KECK BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Warren Field House,WARREN FIELD HOUSE,32.8802422,-117.2304993,"Voigt Dr, La Jolla, CA 92093, USA"
Warren Lecture Hall,WARREN LECTURE HALL,32.8805291,-117.2343119,"Warren Lecture Hall, San Diego, CA 92161, USA"
Warren Pump House,WARREN PUMP HOUSE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Warren Student Activity Center,WARREN STUDENT ACTIVITY CENTER,32.8825521,-117.2333133,"La Jolla, CA 92093, USA"
Wells Fargo Hall,WELLS FARGO HALL,32.88696,-117.2417952,"10065 Scholars Dr N, La Jolla, CA 92093, USA"
West Environmental Bunker,WEST ENVIRONMENTAL BUNKER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
West Tower and Bridge,WEST TOWER AND BRIDGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
West Wing,WEST WING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
York Hall,YORK HALL,32.8742434,-117.2399332,"9240 Herbert York Ln, La Jolla, CA 92093, USA"
